screen_name,text
tliberalator,...2) -2nd highest gas tax in the nation -a $100 annual fee for driving an electric car (go figure) -highest sales tax i\xe2\x80\xa6'
ehategeka,congratulations to @vwrwanda upon this milestone of a first electric car in the region fully aligned to #rwanda\xe2\x80\x99s #green gro\xe2\x80\xa6'
joelmutungi,vw\xe2\x80\x99s electric car launched in rwanda https://t.co/vqoo8w9tj1 via @newtimesrwanda'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
risefallnickbck,"tooned out, a hybrid series by who framed roger rabbit director robert zemeckis comes to hbo max synopsis: ""mac start\xe2\x80\xa6'"
visitkigali,vw launched its e-golf electric car in kigali today. 50 egolf models will be imported in the first few months. 15 charg\xe2\x80\xa6'
newtimesrwanda,"watch: prime minister @edngirente drives the e-golf during the launch of @vwrwanda's first electric car in #rwanda. htt\xe2\x80\xa6"""
mac123_m,"\xe2\x9c\x85free prescriptions \xe2\x9c\x855,000 new gp's trained annually &amp; 27m extra appointments \xe2\x9c\x85 \xc2\xa310 living wage at 16 \xe2\x9c\x85national network of e\xe2\x80\xa6"""
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
davidhimbara,\xe2\x80\x9ckagame\xe2\x80\x99s rwanda saw an electric car for first time in 2019\xe2\x80\x9d by david himbara https://t.co/pewwuhbe9e'
llpot,a puzzle in the morning you find all your car keys gone 1 case of drill bits 1 drill the garage is open the electric fence ala\xe2\x80\xa6'
like,"""all of the things that need doing"". one of the things that need doing is to convert @lancasteruni and\xe2\x80\xa6 https://t.co/hmcxzcare0'"
reutersplus,collaboration is powering the next generation of electric and hybrid vehicles. reducing the weight of car components by up\xe2\x80\xa6'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
redhatgov,"interested in learning about 'why hybrid &amp; multi-cloud matter'? #rhgov19 features speakers from @microsoft, @boozallen, and\xe2\x80\xa6"""
macnyanda,"in malawi, we need to launch electricity first https://t.co/6jz060r9j1'"
theroyaldutch_,"@grandayy @elonmusk @mkbhd @mrbeastyt elon musk to plant first tree on mars, calling it now. first he launches an elect\xe2\x80\xa6'"
mac123_m,"\xe2\x9c\x85free prescriptions \xe2\x9c\x855,000 new gp's trained annually &amp; 27m extra appointments \xe2\x9c\x85 \xc2\xa310 living wage at 16 \xe2\x9c\x85national network of e\xe2\x80\xa6"""
darkavm,"\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8 ""a live-action/animated hybrid series from robert zemeckis is also in the works"". https://t.co/yilyxckjub'"
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
chunkymark,5. scrap ofsted 6. \xe2\x80\x9celectric car revolution\xe2\x80\x9d: \xc2\xa360bn interest free loans so everyone can buy an electric car - community car\xe2\x80\xa6'
mac123_m,"\xe2\x9c\x85free prescriptions \xe2\x9c\x855,000 new gp's trained annually &amp; 27m extra appointments \xe2\x9c\x85 \xc2\xa310 living wage at 16 \xe2\x9c\x85national network of e\xe2\x80\xa6"""
callmegrech_,@senschumer take a look at california right now. power out to hundreds of thousands of customers. and cali is a leader in\xe2\x80\xa6'
theroyaldutch_,"@grandayy @elonmusk @mkbhd @mrbeastyt elon musk to plant first tree on mars, calling it now. first he launches an elect\xe2\x80\xa6'"
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
afmusk,when the haters realize all the taxis are turning into teslas \xf0\x9f\x98\x8f https://t.co/bn95kcgt8x'
id_aa_carmack,i have had vague thoughts about doing an electric conversion like this on an old british sports car: https://t.co/wlwhlt\xe2\x80\xa6'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
mac123_m,"\xe2\x9c\x85free prescriptions \xe2\x9c\x855,000 new gp's trained annually &amp; 27m extra appointments \xe2\x9c\x85 \xc2\xa310 living wage at 16 \xe2\x9c\x85national network of e\xe2\x80\xa6"""
lucieniibi,hybrid charizards concept that i never finished commissions are open- for inquiry contact my https://t.co/6gfclhaoig (devi\xe2\x80\xa6'
catchincruises,for sale\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f make: mercedes benz model: e300 distress sale\xe2\x80\xbc\xef\xb8\x8f\xe2\x9d\x95 year of manufacture:2017 condition: foreign used p\xe2\x80\xa6'
mac123_m,"\xe2\x9c\x85free prescriptions \xe2\x9c\x855,000 new gp's trained annually &amp; 27m extra appointments \xe2\x9c\x85 \xc2\xa310 living wage at 16 \xe2\x9c\x85national network of e\xe2\x80\xa6"""
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
theroyaldutch_,"@grandayy @elonmusk @mkbhd @mrbeastyt elon musk to plant first tree on mars, calling it now. first he launches an elect\xe2\x80\xa6'"
risefallnickbck,"tooned out, a hybrid series by who framed roger rabbit director robert zemeckis comes to hbo max synopsis: ""mac start\xe2\x80\xa6'"
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
drivetribe,"who's excited?\xf0\x9f\xa4\x94 https://t.co/qrq5uatlv5+"""
ytimesmotoring,do you crave a spacious and practical suv? one that boasts curvaciuos lines? well then the cr-v from honda might just\xe2\x80\xa6'
jaguar,"introducing the #jaguarvisiongtcoup\xc3\xa9, our first virtual all-electric sports car. inspired by the #itype4 and #ipace #etrophy r\xe2\x80\xa6'"
drivetribe,"who's excited?\xf0\x9f\xa4\x94 https://t.co/qrq5uatlv5+"""
ytimesmotoring,do you crave a spacious and practical suv? one that boasts curvaciuos lines? well then the cr-v from honda might just\xe2\x80\xa6'
embojournal,never thought there could be convergent evolution between #mitochondria and electric car #batteries? then check out intere\xe2\x80\xa6'
kpconservative,"50% of an electric car is plastic. you can\xe2\x80\x99t make a battery without oil and gas. oh, and 60% of all us electric is ge\xe2\x80\xa6'"
tesla_raj,i had written about this back in april how much of an effect this could have to nyc. here was that post: https://t.co/hsu60\xe2\x80\xa6'
davidamccormick,p.s. i just bought an electric bike for the institute of neuroscience and will give it to anyone that vows to ride it\xe2\x80\xa6'
davidamccormick,p.s. i just bought an electric bike for the institute of neuroscience and will give it to anyone that vows to ride it\xe2\x80\xa6'
torres_samar,seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
cityofkigali,rwanda\xe2\x80\x99s first electric car hits the road today https://t.co/gsetwr6thp via @newtimesrwanda'
kaythird,"doug ford cancelling green energy programs in ontario. first it was removing electric car chargers, now it's wind farms. figh\xe2\x80\xa6"""
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
davidamccormick,p.s. i just bought an electric bike for the institute of neuroscience and will give it to anyone that vows to ride it\xe2\x80\xa6'
torres_samar,seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
mac123_m,"\xe2\x9c\x85free prescriptions \xe2\x9c\x855,000 new gp's trained annually &amp; 27m extra appointments \xe2\x9c\x85 \xc2\xa310 living wage at 16 \xe2\x9c\x85national network of e\xe2\x80\xa6"""
kpconservative,"50% of an electric car is plastic. you can\xe2\x80\x99t make a battery without oil and gas. oh, and 60% of all us electric is ge\xe2\x80\xa6'"
adrianbowyer,"when petrol hybrids from the world\'s biggest manufacturer have to describe themselves as ""self-charging"" the electric car\xe2\x80\xa6'"
electrekco,tesla model 3 becomes first electric car approved as nyc yellow cab https://t.co/r8gsbifbx7 by @fredericlambert https://t.c\xe2\x80\xa6'
elonmusknewsorg,tesla model 3 becomes first electric car approved as nyc yellow cab https://t.co/iwkay7qsqt'
john_westra,the first car i bought was a 1983 @vw diesel rabbit. i wonder if my first #electriccar will be a #volkswagen? we #ar defin\xe2\x80\xa6'
john_westra,the first car i bought was a 1983 @vw diesel rabbit. i wonder if my first #electriccar will be a #volkswagen? we #ar defin\xe2\x80\xa6'
john_westra,the first car i bought was a 1983 @vw diesel rabbit. i wonder if my first #electriccar will be a #volkswagen? we #ar defin\xe2\x80\xa6'
john_westra,the first car i bought was a 1983 @vw diesel rabbit. i wonder if my first #electriccar will be a #volkswagen? we #ar defin\xe2\x80\xa6'
john_westra,the first car i bought was a 1983 @vw diesel rabbit. i wonder if my first #electriccar will be a #volkswagen? we #ar defin\xe2\x80\xa6'
john_westra,the first car i bought was a 1983 @vw diesel rabbit. i wonder if my first #electriccar will be a #volkswagen? we #ar defin\xe2\x80\xa6'
john_westra,the first car i bought was a 1983 @vw diesel rabbit. i wonder if my first #electriccar will be a #volkswagen? we #ar defin\xe2\x80\xa6'
jaguar,"introducing the #jaguarvisiongtcoup\xc3\xa9, our first virtual all-electric sports car. inspired by the #itype4 and #ipace #etrophy r\xe2\x80\xa6'"
bydcompany,10 reasons to consider an #electricvehicle in 2020 full read\xe2\x80\x94https://t.co/ojirmswajv #electricvehicles | #ev | #byd | #e\xe2\x80\xa6'
torres_samar,seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
ehategeka,congratulations to @vwrwanda upon this milestone of a first electric car in the region fully aligned to #rwanda\xe2\x80\x99s #green gro\xe2\x80\xa6'
newtimesrwanda,"watch: prime minister @edngirente drives the e-golf during the launch of @vwrwanda's first electric car in #rwanda. htt\xe2\x80\xa6"""
kpconservative,"50% of an electric car is plastic. you can\xe2\x80\x99t make a battery without oil and gas. oh, and 60% of all us electric is ge\xe2\x80\xa6'"
kpconservative,"50% of an electric car is plastic. you can\xe2\x80\x99t make a battery without oil and gas. oh, and 60% of all us electric is ge\xe2\x80\xa6'"
torres_samar,seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
rebeccathegr8,@rbreich @toyota you duped me. i just bought a hybrid car from y\xe2\x80\x99all. had i known that you would choose to bash californ\xe2\x80\xa6'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
bashdangaladima,mercedes benz c300 2014 model. dm me if you are interested. https://t.co/zvlvkjab6h'
newtimesrwanda,rwanda\xe2\x80\x99s first electric car is set to be launched today. four electric vehicles will debut in #rwanda through a partne\xe2\x80\xa6'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
reutersplus,collaboration is powering the next generation of electric and hybrid vehicles. reducing the weight of car components by up\xe2\x80\xa6'
j_dubba_m,"super excited for ltc, and jellystone sounds so intriguing. really glad to see greenblatt heading a new show, especially wit\xe2\x80\xa6'"
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
theroyaldutch_,"@grandayy @elonmusk @mkbhd @mrbeastyt elon musk to plant first tree on mars, calling it now. first he launches an elect\xe2\x80\xa6'"
roshennn,"the reason i compared it to tesla, is bcs the inspiration of this entire project revolved around tesla's features, not bmw, n\xe2\x80\xa6"""
rebeccathegr8,@rbreich @toyota you duped me. i just bought a hybrid car from y\xe2\x80\x99all. had i known that you would choose to bash californ\xe2\x80\xa6'
jaguar,"introducing the #jaguarvisiongtcoup\xc3\xa9, our first virtual all-electric sports car. inspired by the #itype4 and #ipace #etrophy r\xe2\x80\xa6'"
bobbyllew,"new episode, a news update, with a crazy electric car on a very posh street in london. #fullychargedshow https://t.co/txrms0\xe2\x80\xa6'"
omegauground,hbo max day: hybrid live-action comedy series \xe2\x80\x98tooned out\xe2\x80\x99 in development by \xe2\x80\x98who framed roger rabbit\xe2\x80\x99s \xe2\x80\x98robert zemeckis\xe2\x80\x99\xe2\x80\xa6'
ford,11.17.19 | mark your calendar. \xf0\x9f\x93\x86 the mustang-inspired all-electric suv is coming. #electricanduntamed https://t.co/uaq5nai88i'
newtimesrwanda,"watch: prime minister @edngirente drives the e-golf during the launch of @vwrwanda's first electric car in #rwanda. htt\xe2\x80\xa6"""
electrekco,tesla model 3 becomes first electric car approved as nyc yellow cab https://t.co/r8gsbifbx7 by @fredericlambert https://t.c\xe2\x80\xa6'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
bentleymotors,"yesterday, we showcased 100 years of extraordinary luxury and performance with a series of parades and a concours in low\xe2\x80\xa6'"
torres_samar,seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
theelonews,tesla model 3 becomes first electric car approved as nyc yellow cab - electrek https://t.co/usp9q4sjew'
ali_naka,"rwanda will launch its first electric car today, through a partnership between volkswagen and siemens under a pilot project.\xe2\x80\xa6'"
torres_samar,seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
williamsadveng,"paul mcnamara, technical director at williams advanced engineering will be speaking tomorrow at @brooklandsmuseu at the\xe2\x80\xa6'"
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
taraaljr,i remember a year ago i told someone it would be a good idea to have electric cars in kigali and the person basically mocked\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
thisiskubilive,"ford hopes \xe2\x80\x98mustang-inspired\xe2\x80\x99 suv will shock tesla, electric vehicle\xc2\xa0world https://t.co/pygnejvkli https://t.co/uja1lgz\xe2\x80\xa6'"
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
torres_samar,seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
bobbyllew,"new episode, a news update, with a crazy electric car on a very posh street in london. #fullychargedshow https://t.co/txrms0\xe2\x80\xa6'"
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
ehategeka,congratulations to @vwrwanda upon this milestone of a first electric car in the region fully aligned to #rwanda\xe2\x80\x99s #green gro\xe2\x80\xa6'
elonmusknewsorg,tesla model 3 becomes first electric car approved as nyc yellow cab https://t.co/iwkay7qsqt'
torres_samar,seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
ehategeka,congratulations to @vwrwanda upon this milestone of a first electric car in the region fully aligned to #rwanda\xe2\x80\x99s #green gro\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
llpot,a puzzle in the morning you find all your car keys gone 1 case of drill bits 1 drill the garage is open the electric fence ala\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
torres_samar,seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
torres_samar,seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
thisiskubilive,"ford hopes \xe2\x80\x98mustang-inspired\xe2\x80\x99 suv will shock tesla, electric vehicle\xc2\xa0world https://t.co/pygnejvkli https://t.co/uja1lgz\xe2\x80\xa6'"
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
torres_samar,seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
howieeday,"pseudo #voxel/#pixelart #unity3d #gamedev work in progress! a hybrid poly/voxel mecks 3d model, based on concept art by @ale\xe2\x80\xa6'"
newtimesrwanda,rwanda\xe2\x80\x99s first electric car is set to be launched today. four electric vehicles will debut in #rwanda through a partne\xe2\x80\xa6'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
torres_samar,seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
eastayrshire,our young people arrived by electric car to our youth climate conference today. welcome to #estayrshire council. we look\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
theroyaldutch_,"@grandayy @elonmusk @mkbhd @mrbeastyt elon musk to plant first tree on mars, calling it now. first he launches an elect\xe2\x80\xa6'"
bashdangaladima,mercedes benz c300 2014 model. dm me if you are interested. https://t.co/zvlvkjab6h'
thisiskubilive,"ford hopes \xe2\x80\x98mustang-inspired\xe2\x80\x99 suv will shock tesla, electric vehicle\xc2\xa0world https://t.co/pygnejvkli https://t.co/uja1lgz\xe2\x80\xa6'"
electrekco,tesla model 3 becomes first electric car approved as nyc yellow cab https://t.co/r8gsbifbx7 by @fredericlambert https://t.c\xe2\x80\xa6'
afmusk,when the haters realize all the taxis are turning into teslas \xf0\x9f\x98\x8f https://t.co/bn95kcgt8x'
tesla_raj,i had written about this back in april how much of an effect this could have to nyc. here was that post: https://t.co/hsu60\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
forddirect,"did you see this last week? ford's new mustang-inspired all-electric suv is coming. you won\xe2\x80\x99t want to miss this. #electrica\xe2\x80\xa6"""
kpconservative,"50% of an electric car is plastic. you can\xe2\x80\x99t make a battery without oil and gas. oh, and 60% of all us electric is ge\xe2\x80\xa6'"
exquisitbeautyy,#thecosmocooler \xf0\x9f\x8c\xba \xe2\x9d\x84\xef\xb8\x8f keeps your products cool and refreshing \xe2\x9d\x84\xef\xb8\x8f prolong the shelf life of your expensive products \xe2\x9d\x84\xef\xb8\x8f p\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
thisiskubilive,"ford hopes \xe2\x80\x98mustang-inspired\xe2\x80\x99 suv will shock tesla, electric vehicle\xc2\xa0world https://t.co/pygnejvkli https://t.co/uja1lgz\xe2\x80\xa6'"
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
torres_samar,seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
driveelectrichi,"celebrate 10,000 registered passenger electric vehicles on hawaii roadways! car washes across the state will be offeri\xe2\x80\xa6'"
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
iot_bigdata,when working intensively with data and models... sometimes you need to have a look at the beautiful possible use of it. yo\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
thisiskubilive,"ford hopes \xe2\x80\x98mustang-inspired\xe2\x80\x99 suv will shock tesla, electric vehicle\xc2\xa0world https://t.co/pygnejvkli https://t.co/uja1lgz\xe2\x80\xa6'"
afmusk,when the haters realize all the taxis are turning into teslas \xf0\x9f\x98\x8f https://t.co/bn95kcgt8x'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
philritz1,"@scott_wiener with honda going all electric, gm tech is dead in five years. it\xe2\x80\x99s like kodak in 2005 thinking people will b\xe2\x80\xa6'"
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
torres_samar,"i'm not going to lie, this is the best purchase i've made of 2019\xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f https://t.co/p5avicgprt"""
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
ali_naka,"rwanda will launch its first electric car today, through a partnership between volkswagen and siemens under a pilot project.\xe2\x80\xa6'"
torres_samar,seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
eu_easme,"thanks to the @eyeprogramme, giancarlo learned in \xf0\x9f\x87\xb3\xf0\x9f\x87\xb1 the netherlands how to build and start his own electric car company back\xe2\x80\xa6'"
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
risefallnickbck,"tooned out, a hybrid series by who framed roger rabbit director robert zemeckis comes to hbo max synopsis: ""mac start\xe2\x80\xa6'"
torres_samar,"i'm not going to lie, this is the best purchase i've made of 2019\xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f https://t.co/p5avicgprt"""
risefallnickbck,"tooned out, a hybrid series by who framed roger rabbit director robert zemeckis comes to hbo max synopsis: ""mac start\xe2\x80\xa6'"
ali_naka,"rwanda will launch its first electric car today, through a partnership between volkswagen and siemens under a pilot project.\xe2\x80\xa6'"
otunbakush1,"no 2, mercedes benz c300 ( 2015) all model of this car was recalled due to fire, you can park and it will still catch fir\xe2\x80\xa6'"
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
roadrugcars,\xf0\x9f\xa4\x94... \xf0\x9f\xa4\x94... i\xe2\x80\x99m trying to imagine a mustang without v8 sound... it\xe2\x80\x99s fucking impossible! ps: no comment on suv issue. https\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
charleshaba,#rwanda\xe2\x80\x99s first electric car hits the road today https://t.co/fjftyd6ocl via @newtimesrwanda woooow @vwrwanda'
matissearmani,"fans going up to aubameyang's car &amp; shouting at him about season ticket prices that he doesn't dictate. whilst he's been\xe2\x80\xa6"""
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
torres_samar,seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
